Menu Item ID,Menu Category,Menu Sub-Category,Menu Item Name,Ingredient Type,Ingredient ID,Ingredient Name,Quantity,Unit
412,Dessert,Fruit Delight,Mango,Inventory,127,Salt - Table Salt,0.005,KG
412,Dessert,Fruit Delight,Mango,Inventory,89,Oil Refined Sunflower,0.02,LTR
413,Dessert,Fruit Delight,Musk Melon,Fresh,N/A,Main Ingredient (Generic),0.2,KG
413,Dessert,Fruit Delight,Musk Melon,Inventory,127,Salt - Table Salt,0.005,KG
413,Dessert,Fruit Delight,Musk Melon,Inventory,89,Oil Refined Sunflower,0.02,LTR
414,Dessert,Fruit Delight,Orange,Fresh,N/A,Main Ingredient (Generic),0.2,KG
414,Dessert,Fruit Delight,Orange,Inventory,127,Salt - Table Salt,0.005,KG
414,Dessert,Fruit Delight,Orange,Inventory,89,Oil Refined Sunflower,0.02,LTR
415,Dessert,Fruit Delight,Papaya,Fresh,N/A,Main Ingredient (Generic),0.2,KG
415,Dessert,Fruit Delight,Papaya,Inventory,127,Salt - Table Salt,0.005,KG
415,Dessert,Fruit Delight,Papaya,Inventory,89,Oil Refined Sunflower,0.02,LTR
416,Dessert,Fruit Delight,Pineapple,Fresh,N/A,Main Ingredient (Generic),0.2,KG
416,Dessert,Fruit Delight,Pineapple,Inventory,127,Salt - Table Salt,0.005,KG
416,Dessert,Fruit Delight,Pineapple,Inventory,89,Oil Refined Sunflower,0.02,LTR
417,Dessert,Fruit Delight,Sapota,Fresh,N/A,Main Ingredient (Generic),0.2,KG
417,Dessert,Fruit Delight,Sapota,Inventory,127,Salt - Table Salt,0.005,KG
417,Dessert,Fruit Delight,Sapota,Inventory,89,Oil Refined Sunflower,0.02,LTR
418,Dessert,Fruit Delight,Water Melon,Fresh,N/A,Main Ingredient (Generic),0.2,KG
418,Dessert,Fruit Delight,Water Melon,Inventory,127,Salt - Table Salt,0.005,KG
418,Dessert,Fruit Delight,Water Melon,Inventory,89,Oil Refined Sunflower,0.02,LTR
419,Dessert,Fruit Delight - Exotica,Apricots,Fresh,N/A,Main Ingredient (Generic),0.2,KG
419,Dessert,Fruit Delight - Exotica,Apricots,Inventory,127,Salt - Table Salt,0.005,KG
419,Dessert,Fruit Delight - Exotica,Apricots,Inventory,89,Oil Refined Sunflower,0.02,LTR
420,Dessert,Fruit Delight - Exotica,Cherries,Fresh,N/A,Main Ingredient (Generic),0.2,KG
420,Dessert,Fruit Delight - Exotica,Cherries,Inventory,127,Salt - Table Salt,0.005,KG
420,Dessert,Fruit Delight - Exotica,Cherries,Inventory,89,Oil Refined Sunflower,0.02,LTR
421,Dessert,Fruit Delight - Exotica,Dragon Fruit,Fresh,N/A,Main Ingredient (Generic),0.2,KG
421,Dessert,Fruit Delight - Exotica,Dragon Fruit,Inventory,127,Salt - Table Salt,0.005,KG
421,Dessert,Fruit Delight - Exotica,Dragon Fruit,Inventory,89,Oil Refined Sunflower,0.02,LTR
422,Dessert,Fruit Delight - Exotica,Figs,Fresh,N/A,Main Ingredient (Generic),0.2,KG
422,Dessert,Fruit Delight - Exotica,Figs,Inventory,127,Salt - Table Salt,0.005,KG
422,Dessert,Fruit Delight - Exotica,Figs,Inventory,89,Oil Refined Sunflower,0.02,LTR
423,Dessert,Fruit Delight - Exotica,Mango Stein,Fresh,N/A,Main Ingredient (Generic),0.2,KG
423,Dessert,Fruit Delight - Exotica,Mango Stein,Inventory,127,Salt - Table Salt,0.005,KG
423,Dessert,Fruit Delight - Exotica,Mango Stein,Inventory,89,Oil Refined Sunflower,0.02,LTR
424,Dessert,Fruit Delight - Exotica,Mini Mango,Fresh,N/A,Main Ingredient (Generic),0.2,KG
424,Dessert,Fruit Delight - Exotica,Mini Mango,Inventory,127,Salt - Table Salt,0.005,KG
424,Dessert,Fruit Delight - Exotica,Mini Mango,Inventory,89,Oil Refined Sunflower,0.02,LTR
425,Dessert,Fruit Delight - Exotica,Peaches,Fresh,N/A,Main Ingredient (Generic),0.2,KG
425,Dessert,Fruit Delight - Exotica,Peaches,Inventory,127,Salt - Table Salt,0.005,KG
425,Dessert,Fruit Delight - Exotica,Peaches,Inventory,89,Oil Refined Sunflower,0.02,LTR
426,Dessert,Fruit Delight - Exotica,Plums,Fresh,N/A,Main Ingredient (Generic),0.2,KG
426,Dessert,Fruit Delight - Exotica,Plums,Inventory,127,Salt - Table Salt,0.005,KG
426,Dessert,Fruit Delight - Exotica,Plums,Inventory,89,Oil Refined Sunflower,0.02,LTR
427,Dessert,Fruit Delight - Exotica,Rambutan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
427,Dessert,Fruit Delight - Exotica,Rambutan,Inventory,127,Salt - Table Salt,0.005,KG
427,Dessert,Fruit Delight - Exotica,Rambutan,Inventory,89,Oil Refined Sunflower,0.02,LTR
428,Dessert,Fruit Delight - Exotica,Rose Apple,Fresh,N/A,Main Ingredient (Generic),0.2,KG
428,Dessert,Fruit Delight - Exotica,Rose Apple,Inventory,127,Salt - Table Salt,0.005,KG
428,Dessert,Fruit Delight - Exotica,Rose Apple,Inventory,89,Oil Refined Sunflower,0.02,LTR
429,Dessert,Fruit Delight - Exotica,Tangerine,Fresh,N/A,Main Ingredient (Generic),0.2,KG
429,Dessert,Fruit Delight - Exotica,Tangerine,Inventory,127,Salt - Table Salt,0.005,KG
429,Dessert,Fruit Delight - Exotica,Tangerine,Inventory,89,Oil Refined Sunflower,0.02,LTR
430,Dessert,Fruit Delight - Exotica,Thai Pink Guava,Fresh,N/A,Main Ingredient (Generic),0.2,KG
430,Dessert,Fruit Delight - Exotica,Thai Pink Guava,Inventory,127,Salt - Table Salt,0.005,KG
430,Dessert,Fruit Delight - Exotica,Thai Pink Guava,Inventory,89,Oil Refined Sunflower,0.02,LTR
431,Dessert,Fruit Delight - Imported,Australian Grapes,Fresh,N/A,Main Ingredient (Generic),0.2,KG
431,Dessert,Fruit Delight - Imported,Australian Grapes,Inventory,127,Salt - Table Salt,0.005,KG
431,Dessert,Fruit Delight - Imported,Australian Grapes,Inventory,89,Oil Refined Sunflower,0.02,LTR
432,Dessert,Fruit Delight - Imported,Chile Pears,Fresh,N/A,Main Ingredient (Generic),0.2,KG
432,Dessert,Fruit Delight - Imported,Chile Pears,Inventory,127,Salt - Table Salt,0.005,KG
432,Dessert,Fruit Delight - Imported,Chile Pears,Inventory,89,Oil Refined Sunflower,0.02,LTR
433,Dessert,Fruit Delight - Imported,Fuji Apple,Fresh,N/A,Main Ingredient (Generic),0.2,KG
433,Dessert,Fruit Delight - Imported,Fuji Apple,Inventory,127,Salt - Table Salt,0.005,KG
433,Dessert,Fruit Delight - Imported,Fuji Apple,Inventory,89,Oil Refined Sunflower,0.02,LTR
434,Dessert,Fruit Delight - Imported,Kimia Dates,Fresh,N/A,Main Ingredient (Generic),0.2,KG
434,Dessert,Fruit Delight - Imported,Kimia Dates,Inventory,127,Salt - Table Salt,0.005,KG
434,Dessert,Fruit Delight - Imported,Kimia Dates,Inventory,89,Oil Refined Sunflower,0.02,LTR
435,Dessert,Fruit Delight - Imported,Kiwi,Fresh,N/A,Main Ingredient (Generic),0.2,KG
435,Dessert,Fruit Delight - Imported,Kiwi,Inventory,127,Salt - Table Salt,0.005,KG
435,Dessert,Fruit Delight - Imported,Kiwi,Inventory,89,Oil Refined Sunflower,0.02,LTR
436,Dessert,Fruit Delight - Imported,Litchi,Fresh,N/A,Main Ingredient (Generic),0.2,KG
436,Dessert,Fruit Delight - Imported,Litchi,Inventory,127,Salt - Table Salt,0.005,KG
436,Dessert,Fruit Delight - Imported,Litchi,Inventory,89,Oil Refined Sunflower,0.02,LTR
437,Dessert,Fruit Delight - Imported,Strawberry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
437,Dessert,Fruit Delight - Imported,Strawberry,Inventory,127,Salt - Table Salt,0.005,KG
437,Dessert,Fruit Delight - Imported,Strawberry,Inventory,89,Oil Refined Sunflower,0.02,LTR
438,Dessert,Fruit Delight - Imported,Sweet Tamarind,Fresh,N/A,Main Ingredient (Generic),0.2,KG
438,Dessert,Fruit Delight - Imported,Sweet Tamarind,Inventory,127,Salt - Table Salt,0.005,KG
438,Dessert,Fruit Delight - Imported,Sweet Tamarind,Inventory,89,Oil Refined Sunflower,0.02,LTR
439,Dessert,Fruits - Exotica,Mangostean,Fresh,N/A,Main Ingredient (Generic),0.2,KG
439,Dessert,Fruits - Exotica,Mangostean,Inventory,127,Salt - Table Salt,0.005,KG
439,Dessert,Fruits - Exotica,Mangostean,Inventory,89,Oil Refined Sunflower,0.02,LTR
440,Dessert,Fruits - Exotica,Rambuttan,Fresh,N/A,Main Ingredient (Generic),0.2,KG
440,Dessert,Fruits - Exotica,Rambuttan,Inventory,127,Salt - Table Salt,0.005,KG
440,Dessert,Fruits - Exotica,Rambuttan,Inventory,89,Oil Refined Sunflower,0.02,LTR
441,Dessert,Fruits - Exotica,Thailand Pink Guava,Fresh,N/A,Main Ingredient (Generic),0.2,KG
441,Dessert,Fruits - Exotica,Thailand Pink Guava,Inventory,127,Salt - Table Salt,0.005,KG
441,Dessert,Fruits - Exotica,Thailand Pink Guava,Inventory,89,Oil Refined Sunflower,0.02,LTR
442,Dessert,Fruits - Imported,Kimiya Dates,Fresh,N/A,Main Ingredient (Generic),0.2,KG
442,Dessert,Fruits - Imported,Kimiya Dates,Inventory,127,Salt - Table Salt,0.005,KG
442,Dessert,Fruits - Imported,Kimiya Dates,Inventory,89,Oil Refined Sunflower,0.02,LTR
443,Dessert,Fruits - Imported,Sweet Tamrind,Fresh,N/A,Main Ingredient (Generic),0.2,KG
443,Dessert,Fruits - Imported,Sweet Tamrind,Inventory,127,Salt - Table Salt,0.005,KG
443,Dessert,Fruits - Imported,Sweet Tamrind,Inventory,89,Oil Refined Sunflower,0.02,LTR
444,Dessert,Global Desserts,Black Forest Gateaux,Inventory,166,Sugar - Acasia,0.15,KG
444,Dessert,Global Desserts,Black Forest Gateaux,Inventory,61,Ghee Desi,0.05,KG
444,Dessert,Global Desserts,Black Forest Gateaux,Inventory,149,Spices Black Cardamom,0.001,KG
444,Dessert,Global Desserts,Black Forest Gateaux,Inventory,13,Badam Milk Powder,0.2,LTR
445,Dessert,Global Desserts,Blueberry Cheese Cake,Inventory,166,Sugar - Acasia,0.15,KG
445,Dessert,Global Desserts,Blueberry Cheese Cake,Inventory,61,Ghee Desi,0.05,KG
445,Dessert,Global Desserts,Blueberry Cheese Cake,Inventory,149,Spices Black Cardamom,0.001,KG
445,Dessert,Global Desserts,Blueberry Cheese Cake,Inventory,13,Badam Milk Powder,0.2,LTR
446,Dessert,Global Desserts,Chocolate Mousse,Inventory,166,Sugar - Acasia,0.15,KG
446,Dessert,Global Desserts,Chocolate Mousse,Inventory,61,Ghee Desi,0.05,KG
446,Dessert,Global Desserts,Chocolate Mousse,Inventory,149,Spices Black Cardamom,0.001,KG
446,Dessert,Global Desserts,Chocolate Mousse,Inventory,13,Badam Milk Powder,0.2,LTR
447,Dessert,Global Desserts,Chocolate Tarts,Inventory,166,Sugar - Acasia,0.15,KG
447,Dessert,Global Desserts,Chocolate Tarts,Inventory,61,Ghee Desi,0.05,KG
447,Dessert,Global Desserts,Chocolate Tarts,Inventory,149,Spices Black Cardamom,0.001,KG
447,Dessert,Global Desserts,Chocolate Tarts,Inventory,13,Badam Milk Powder,0.2,LTR
448,Dessert,Global Desserts,Chocolate Truffle,Inventory,166,Sugar - Acasia,0.15,KG
448,Dessert,Global Desserts,Chocolate Truffle,Inventory,61,Ghee Desi,0.05,KG
448,Dessert,Global Desserts,Chocolate Truffle,Inventory,149,Spices Black Cardamom,0.001,KG
448,Dessert,Global Desserts,Chocolate Truffle,Inventory,13,Badam Milk Powder,0.2,LTR
449,Dessert,Global Desserts,Chocolate Éclairs,Inventory,166,Sugar - Acasia,0.15,KG
449,Dessert,Global Desserts,Chocolate Éclairs,Inventory,61,Ghee Desi,0.05,KG
449,Dessert,Global Desserts,Chocolate Éclairs,Inventory,149,Spices Black Cardamom,0.001,KG
449,Dessert,Global Desserts,Chocolate Éclairs,Inventory,13,Badam Milk Powder,0.2,LTR
450,Dessert,Global Desserts,Kiwi Slice,Inventory,166,Sugar - Acasia,0.15,KG
450,Dessert,Global Desserts,Kiwi Slice,Inventory,61,Ghee Desi,0.05,KG
450,Dessert,Global Desserts,Kiwi Slice,Inventory,149,Spices Black Cardamom,0.001,KG
450,Dessert,Global Desserts,Kiwi Slice,Inventory,13,Badam Milk Powder,0.2,LTR
451,Dessert,Global Desserts,Lemon Chiffon Pie,Inventory,166,Sugar - Acasia,0.15,KG
451,Dessert,Global Desserts,Lemon Chiffon Pie,Inventory,61,Ghee Desi,0.05,KG
451,Dessert,Global Desserts,Lemon Chiffon Pie,Inventory,149,Spices Black Cardamom,0.001,KG
451,Dessert,Global Desserts,Lemon Chiffon Pie,Inventory,13,Badam Milk Powder,0.2,LTR
452,Dessert,Global Desserts,Mango Soufflé,Inventory,166,Sugar - Acasia,0.15,KG
452,Dessert,Global Desserts,Mango Soufflé,Inventory,61,Ghee Desi,0.05,KG
452,Dessert,Global Desserts,Mango Soufflé,Inventory,149,Spices Black Cardamom,0.001,KG
452,Dessert,Global Desserts,Mango Soufflé,Inventory,13,Badam Milk Powder,0.2,LTR
453,Dessert,Global Desserts,Tiramisu,Inventory,166,Sugar - Acasia,0.15,KG
453,Dessert,Global Desserts,Tiramisu,Inventory,61,Ghee Desi,0.05,KG
453,Dessert,Global Desserts,Tiramisu,Inventory,149,Spices Black Cardamom,0.001,KG
453,Dessert,Global Desserts,Tiramisu,Inventory,13,Badam Milk Powder,0.2,LTR
454,Dessert,Ice Cream - Stick/Special,Chocó Bar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
454,Dessert,Ice Cream - Stick/Special,Chocó Bar,Inventory,127,Salt - Table Salt,0.005,KG
454,Dessert,Ice Cream - Stick/Special,Chocó Bar,Inventory,89,Oil Refined Sunflower,0.02,LTR
455,Dessert,Ice Creams,Almond,Fresh,N/A,Main Ingredient (Generic),0.2,KG
455,Dessert,Ice Creams,Almond,Inventory,127,Salt - Table Salt,0.005,KG
455,Dessert,Ice Creams,Almond,Inventory,89,Oil Refined Sunflower,0.02,LTR
456,Dessert,Ice Creams,Banana,Fresh,N/A,Main Ingredient (Generic),0.2,KG
456,Dessert,Ice Creams,Banana,Inventory,127,Salt - Table Salt,0.005,KG
456,Dessert,Ice Creams,Banana,Inventory,89,Oil Refined Sunflower,0.02,LTR
457,Dessert,Ice Creams,Black Current,Fresh,N/A,Main Ingredient (Generic),0.2,KG
457,Dessert,Ice Creams,Black Current,Inventory,127,Salt - Table Salt,0.005,KG
457,Dessert,Ice Creams,Black Current,Inventory,89,Oil Refined Sunflower,0.02,LTR
458,Dessert,Ice Creams,Butter Scotch,Fresh,N/A,Main Ingredient (Generic),0.2,KG
458,Dessert,Ice Creams,Butter Scotch,Inventory,127,Salt - Table Salt,0.005,KG
458,Dessert,Ice Creams,Butter Scotch,Inventory,89,Oil Refined Sunflower,0.02,LTR
459,Dessert,Ice Creams,Carmel Nuts,Fresh,N/A,Main Ingredient (Generic),0.2,KG
459,Dessert,Ice Creams,Carmel Nuts,Inventory,127,Salt - Table Salt,0.005,KG
459,Dessert,Ice Creams,Carmel Nuts,Inventory,89,Oil Refined Sunflower,0.02,LTR
460,Dessert,Ice Creams,Chocolate,Fresh,N/A,Main Ingredient (Generic),0.2,KG
460,Dessert,Ice Creams,Chocolate,Inventory,127,Salt - Table Salt,0.005,KG
460,Dessert,Ice Creams,Chocolate,Inventory,89,Oil Refined Sunflower,0.02,LTR
461,Dessert,Ice Creams,Guava,Fresh,N/A,Main Ingredient (Generic),0.2,KG
461,Dessert,Ice Creams,Guava,Inventory,127,Salt - Table Salt,0.005,KG
461,Dessert,Ice Creams,Guava,Inventory,89,Oil Refined Sunflower,0.02,LTR
462,Dessert,Ice Creams,Kaju & Kismis,Fresh,N/A,Main Ingredient (Generic),0.2,KG
462,Dessert,Ice Creams,Kaju & Kismis,Inventory,127,Salt - Table Salt,0.005,KG
462,Dessert,Ice Creams,Kaju & Kismis,Inventory,89,Oil Refined Sunflower,0.02,LTR
463,Dessert,Ice Creams,Pista,Fresh,N/A,Main Ingredient (Generic),0.2,KG
463,Dessert,Ice Creams,Pista,Inventory,127,Salt - Table Salt,0.005,KG
463,Dessert,Ice Creams,Pista,Inventory,89,Oil Refined Sunflower,0.02,LTR
464,Dessert,Ice Creams,Seetafal,Fresh,N/A,Main Ingredient (Generic),0.2,KG
464,Dessert,Ice Creams,Seetafal,Inventory,127,Salt - Table Salt,0.005,KG
464,Dessert,Ice Creams,Seetafal,Inventory,89,Oil Refined Sunflower,0.02,LTR
465,Dessert,Ice Creams,Straw Berry,Fresh,N/A,Main Ingredient (Generic),0.2,KG
465,Dessert,Ice Creams,Straw Berry,Inventory,127,Salt - Table Salt,0.005,KG
465,Dessert,Ice Creams,Straw Berry,Inventory,89,Oil Refined Sunflower,0.02,LTR
466,Dessert,Ice Creams,Tuti Fruity,Fresh,N/A,Main Ingredient (Generic),0.2,KG
466,Dessert,Ice Creams,Tuti Fruity,Inventory,127,Salt - Table Salt,0.005,KG
466,Dessert,Ice Creams,Tuti Fruity,Inventory,89,Oil Refined Sunflower,0.02,LTR
467,Dessert,Ice Creams,Vanilla,Fresh,N/A,Main Ingredient (Generic),0.2,KG
467,Dessert,Ice Creams,Vanilla,Inventory,127,Salt - Table Salt,0.005,KG
467,Dessert,Ice Creams,Vanilla,Inventory,89,Oil Refined Sunflower,0.02,LTR
468,Dessert,Ice Creams,Vanilla With Honey,Fresh,N/A,Main Ingredient (Generic),0.2,KG
468,Dessert,Ice Creams,Vanilla With Honey,Inventory,127,Salt - Table Salt,0.005,KG
468,Dessert,Ice Creams,Vanilla With Honey,Inventory,89,Oil Refined Sunflower,0.02,LTR
469,Dessert,Ice Creams,Vanilla With Kaju,Fresh,N/A,Main Ingredient (Generic),0.2,KG
469,Dessert,Ice Creams,Vanilla With Kaju,Inventory,127,Salt - Table Salt,0.005,KG
469,Dessert,Ice Creams,Vanilla With Kaju,Inventory,89,Oil Refined Sunflower,0.02,LTR
470,Dessert,Ice Creams - Stick,Choco Bar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
470,Dessert,Ice Creams - Stick,Choco Bar,Inventory,127,Salt - Table Salt,0.005,KG
470,Dessert,Ice Creams - Stick,Choco Bar,Inventory,89,Oil Refined Sunflower,0.02,LTR
471,Dessert,Ice Creams - Stick,Ice Candy,Fresh,N/A,Main Ingredient (Generic),0.2,KG
471,Dessert,Ice Creams - Stick,Ice Candy,Inventory,127,Salt - Table Salt,0.005,KG
471,Dessert,Ice Creams - Stick,Ice Candy,Inventory,89,Oil Refined Sunflower,0.02,LTR
472,Dessert,Ice Creams - Stick,Kulfi,Fresh,N/A,Main Ingredient (Generic),0.2,KG
472,Dessert,Ice Creams - Stick,Kulfi,Inventory,127,Salt - Table Salt,0.005,KG
472,Dessert,Ice Creams - Stick,Kulfi,Inventory,89,Oil Refined Sunflower,0.02,LTR
473,Dessert,Ice Creams - Stick,Mango Bar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
473,Dessert,Ice Creams - Stick,Mango Bar,Inventory,127,Salt - Table Salt,0.005,KG
473,Dessert,Ice Creams - Stick,Mango Bar,Inventory,89,Oil Refined Sunflower,0.02,LTR
474,Dessert,Ice Creams - Stick,Orange Bar,Fresh,N/A,Main Ingredient (Generic),0.2,KG
474,Dessert,Ice Creams - Stick,Orange Bar,Inventory,127,Salt - Table Salt,0.005,KG
474,Dessert,Ice Creams - Stick,Orange Bar,Inventory,89,Oil Refined Sunflower,0.02,LTR
475,Dessert,Live Sweets,American Mal Puri,Inventory,166,Sugar - Acasia,0.15,KG
475,Dessert,Live Sweets,American Mal Puri,Inventory,61,Ghee Desi,0.05,KG
475,Dessert,Live Sweets,American Mal Puri,Inventory,149,Spices Black Cardamom,0.001,KG
475,Dessert,Live Sweets,American Mal Puri,Inventory,13,Badam Milk Powder,0.2,LTR
476,Dessert,Live Sweets,Baked Rasgulla,Inventory,166,Sugar - Acasia,0.15,KG
476,Dessert,Live Sweets,Baked Rasgulla,Inventory,61,Ghee Desi,0.05,KG
476,Dessert,Live Sweets,Baked Rasgulla,Inventory,149,Spices Black Cardamom,0.001,KG
476,Dessert,Live Sweets,Baked Rasgulla,Inventory,13,Badam Milk Powder,0.2,LTR
477,Dessert,Live Sweets,Dry Fruit Honey,Inventory,166,Sugar - Acasia,0.15,KG
477,Dessert,Live Sweets,Dry Fruit Honey,Inventory,61,Ghee Desi,0.05,KG
477,Dessert,Live Sweets,Dry Fruit Honey,Inventory,149,Spices Black Cardamom,0.001,KG
477,Dessert,Live Sweets,Dry Fruit Honey,Inventory,13,Badam Milk Powder,0.2,LTR
478,Dessert,Live Sweets,Gajrela,Inventory,166,Sugar - Acasia,0.15,KG
478,Dessert,Live Sweets,Gajrela,Inventory,61,Ghee Desi,0.05,KG
478,Dessert,Live Sweets,Gajrela,Inventory,149,Spices Black Cardamom,0.001,KG
478,Dessert,Live Sweets,Gajrela,Inventory,13,Badam Milk Powder,0.2,LTR
479,Dessert,Live Sweets,Gulabi Chat,Inventory,166,Sugar - Acasia,0.15,KG
479,Dessert,Live Sweets,Gulabi Chat,Inventory,61,Ghee Desi,0.05,KG
479,Dessert,Live Sweets,Gulabi Chat,Inventory,149,Spices Black Cardamom,0.001,KG
480,Dessert,Live Sweets,Honey Belam Jalebi,Inventory,166,Sugar - Acasia,0.15,KG
480,Dessert,Live Sweets,Honey Belam Jalebi,Inventory,61,Ghee Desi,0.05,KG
480,Dessert,Live Sweets,Honey Belam Jalebi,Inventory,149,Spices Black Cardamom,0.001,KG
480,Dessert,Live Sweets,Honey Belam Jalebi,Inventory,13,Badam Milk Powder,0.2,LTR
481,Dessert,Live Sweets,Jeedlu,Inventory,166,Sugar - Acasia,0.15,KG
481,Dessert,Live Sweets,Jeedlu,Inventory,61,Ghee Desi,0.05,KG
481,Dessert,Live Sweets,Jeedlu,Inventory,149,Spices Black Cardamom,0.001,KG
481,Dessert,Live Sweets,Jeedlu,Inventory,13,Badam Milk Powder,0.2,LTR
482,Dessert,Live Sweets,Kaju Anjoor Jalebi,Inventory,166,Sugar - Acasia,0.15,KG
482,Dessert,Live Sweets,Kaju Anjoor Jalebi,Inventory,61,Ghee Desi,0.05,KG
482,Dessert,Live Sweets,Kaju Anjoor Jalebi,Inventory,149,Spices Black Cardamom,0.001,KG
482,Dessert,Live Sweets,Kaju Anjoor Jalebi,Inventory,13,Badam Milk Powder,0.2,LTR
483,Dessert,Live Sweets,Kesari Jalebi,Inventory,166,Sugar - Acasia,0.15,KG
483,Dessert,Live Sweets,Kesari Jalebi,Inventory,61,Ghee Desi,0.05,KG
483,Dessert,Live Sweets,Kesari Jalebi,Inventory,149,Spices Black Cardamom,0.001,KG
483,Dessert,Live Sweets,Kesari Jalebi,Inventory,13,Badam Milk Powder,0.2,LTR
484,Dessert,Live Sweets,Pineapple Jalebi,Inventory,166,Sugar - Acasia,0.15,KG
484,Dessert,Live Sweets,Pineapple Jalebi,Inventory,61,Ghee Desi,0.05,KG
484,Dessert,Live Sweets,Pineapple Jalebi,Inventory,149,Spices Black Cardamom,0.001,KG
484,Dessert,Live Sweets,Pineapple Jalebi,Inventory,13,Badam Milk Powder,0.2,LTR
485,Dessert,Live Sweets,Supai Rapsam,Inventory,166,Sugar - Acasia,0.15,KG
485,Dessert,Live Sweets,Supai Rapsam,Inventory,61,Ghee Desi,0.05,KG
485,Dessert,Live Sweets,Supai Rapsam,Inventory,149,Spices Black Cardamom,0.001,KG
485,Dessert,Live Sweets,Supai Rapsam,Inventory,13,Badam Milk Powder,0.2,LTR
486,Dessert,Live Sweets,Tawa Mix Sweet,Inventory,166,Sugar - Acasia,0.15,KG
486,Dessert,Live Sweets,Tawa Mix Sweet,Inventory,61,Ghee Desi,0.05,KG
486,Dessert,Live Sweets,Tawa Mix Sweet,Inventory,149,Spices Black Cardamom,0.001,KG
486,Dessert,Live Sweets,Tawa Mix Sweet,Inventory,13,Badam Milk Powder,0.2,LTR
487,Dessert,Modern Sweets,Anjoor Burfy,Inventory,166,Sugar - Acasia,0.15,KG
487,Dessert,Modern Sweets,Anjoor Burfy,Inventory,61,Ghee Desi,0.05,KG
487,Dessert,Modern Sweets,Anjoor Burfy,Inventory,149,Spices Black Cardamom,0.001,KG
487,Dessert,Modern Sweets,Anjoor Burfy,Inventory,13,Badam Milk Powder,0.2,LTR
488,Dessert,Modern Sweets,Anjoor Roll,Inventory,166,Sugar - Acasia,0.15,KG
488,Dessert,Modern Sweets,Anjoor Roll,Inventory,61,Ghee Desi,0.05,KG
488,Dessert,Modern Sweets,Anjoor Roll,Inventory,149,Spices Black Cardamom,0.001,KG
488,Dessert,Modern Sweets,Anjoor Roll,Inventory,13,Badam Milk Powder,0.2,LTR
489,Dessert,Modern Sweets,Badam Burfy,Inventory,166,Sugar - Acasia,0.15,KG
489,Dessert,Modern Sweets,Badam Burfy,Inventory,61,Ghee Desi,0.05,KG
489,Dessert,Modern Sweets,Badam Burfy,Inventory,149,Spices Black Cardamom,0.001,KG
489,Dessert,Modern Sweets,Badam Burfy,Inventory,13,Badam Milk Powder,0.2,LTR
490,Dessert,Modern Sweets,Bombay Halwa,Inventory,166,Sugar - Acasia,0.15,KG
490,Dessert,Modern Sweets,Bombay Halwa,Inventory,61,Ghee Desi,0.05,KG
490,Dessert,Modern Sweets,Bombay Halwa,Inventory,149,Spices Black Cardamom,0.001,KG
490,Dessert,Modern Sweets,Bombay Halwa,Inventory,13,Badam Milk Powder,0.2,LTR
491,Dessert,Modern Sweets,Cashew Burfy,Inventory,166,Sugar - Acasia,0.15,KG
491,Dessert,Modern Sweets,Cashew Burfy,Inventory,61,Ghee Desi,0.05,KG
491,Dessert,Modern Sweets,Cashew Burfy,Inventory,149,Spices Black Cardamom,0.001,KG
491,Dessert,Modern Sweets,Cashew Burfy,Inventory,13,Badam Milk Powder,0.2,LTR
492,Dessert,Modern Sweets,Dry Fruit Box,Inventory,166,Sugar - Acasia,0.15,KG
492,Dessert,Modern Sweets,Dry Fruit Box,Inventory,61,Ghee Desi,0.05,KG
492,Dessert,Modern Sweets,Dry Fruit Box,Inventory,149,Spices Black Cardamom,0.001,KG
492,Dessert,Modern Sweets,Dry Fruit Box,Inventory,13,Badam Milk Powder,0.2,LTR
493,Dessert,Modern Sweets,Dry Fruit Cone,Inventory,166,Sugar - Acasia,0.15,KG
493,Dessert,Modern Sweets,Dry Fruit Cone,Inventory,61,Ghee Desi,0.05,KG
